Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,523.1,523.1,95.15,50.52
e2,power,189.1,189.1,34.39,50.52
e3,power,179.6,179.6,35.94,55.58
e4,power,334,334,60.76,50.52
e5,power,317.3,317.3,63.5,55.58
