Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,195.9,168.6,27.28,0,86.07,5.527,15.6,34.55,39.3,4.813,3.004,7.817,38.43,13.74,49,64.75
COMP2,121.1,102.4,18.63,0,84.61,3.774,10.65,20.67,26.02,3.181,4.157,7.337,56.65,25.87,47.43,70.55
IHX,207.8,171.5,36.36,0,82.51,7.365,20.78,39.76,44.97,6.955,2.881,9.836,29.29,37.07,53.14,72.84
MOT1,206.2,195.9,10.31,0,95,2.089,5.894,32.79,34.55,1.639,1.11,2.749,40.37,5.395,44.17,49
MOT2,127.4,121.1,6.371,0,95,1.291,3.642,20.26,20.67,1.013,0,1.013,0,2.01,44.17,47.43
SNK_HX,253.8,241.9,11.93,0,95.3,2.418,6.822,65.81,70.27,3.094,3.696,6.791,54.43,12.04,72.03,80.7
SRC_HX,83.18,56.91,26.27,0,68.42,5.322,15.02,1.249e-14,4.059,3.945e-15,2.379,2.379,100,inf,4.171e-14,19.81
VAL1,17.67,,17.67,0,,3.579,10.1,3.598,,3.598,0,3.598,0,inf,56.57,
VAL2,20.1,,20.1,0,,4.072,11.49,5.17,,5.17,0,5.17,0,inf,71.44,
TOT,493.6,241.9,174.9,76.81,49,35.44,100,53.05,70.27,18.8,17.23,36.02,47.82,170.4,29.85,80.7
