Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,202.6,174.8,27.76,0,86.3,5.492,11.4,41.24,48.97,5.652,4.344,9.996,43.46,18.73,56.55,77.79
COMP2,267.4,227,40.38,0,84.9,7.989,16.58,52.91,65.28,7.991,7.456,15.45,48.27,23.39,54.96,79.88
IHX,146.3,106.5,39.77,0,72.81,7.868,16.33,55.94,62.21,15.21,1.428,16.64,8.586,52.73,106.2,162.2
MOT1,213.3,202.6,10.66,0,95,2.11,4.377,38.79,41.24,1.94,1.154,3.094,37.3,6.321,50.52,56.55
MOT2,281.5,267.4,14.07,0,95,2.784,5.776,51.19,52.91,2.56,0,2.56,0,3.347,50.52,54.96
SNK_HX,272.9,261.9,10.99,0,95.97,2.174,4.511,105.2,110.1,4.238,3.54,7.778,45.51,9.028,107.1,116.8
SRC_HX,21.85,3.201e-07,21.85,0,1.465e-06,4.322,8.967,11.31,16.15,11.31,2.185,13.49,16.19,inf,143.8,1.402e+10
VAL1,28.54,11.08,17.46,0,38.82,3.455,7.168,9.18,11.31,5.616,0,5.616,0,217.2,89.33,283.4
VAL2,60.67,,60.67,0,,12,24.9,22.27,,22.27,0,22.27,0,inf,102,
TOT,505.5,261.9,243.6,0,51.8,48.2,100,89.98,110.1,43.37,20.11,63.48,31.68,136.2,49.45,116.8
