Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,222.8,186.4,36.37,0,83.68,7.296,14.18,43.59,51.17,7.114,4.697,11.81,39.77,17.39,54.34,76.24
COMP2,229.7,194.1,35.61,0,84.5,7.145,13.88,44.94,55.14,6.967,7.371,14.34,51.41,22.68,54.34,78.9
IHX,130.4,103.4,26.98,0,79.31,5.412,10.52,59.18,64.99,12.24,3.67,15.91,23.06,38.46,126.1,174.6
MOT1,234.5,222.8,11.73,0,95,2.353,4.571,42.66,43.59,2.133,0,2.133,0,2.18,50.52,54.34
MOT2,241.8,229.7,12.09,0,95,2.426,4.713,43.98,44.94,2.199,0,2.199,0,2.18,50.52,54.34
SNK_HX,253.6,241.9,11.73,0,95.38,2.353,4.571,103.3,107.8,4.775,3.582,8.357,42.86,9.429,113.1,123.8
SRC_HX,33.52,9.257e-07,33.52,0,2.762e-06,6.725,13.07,23.56,28.03,23.56,1.814,25.37,7.15,inf,195.2,8.412e+09
VAL1,56.06,11.46,44.6,0,20.45,8.948,17.38,20.02,23.56,15.93,0,15.93,0,475.4,99.22,571
VAL2,43.92,,43.92,0,,8.812,17.12,16.86,,16.86,0,16.86,0,inf,106.6,
TOT,498.4,241.9,256.5,0,48.53,51.47,100,86.64,107.8,44.6,21.13,65.73,32.15,156.3,48.29,123.8
