Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,26.961423273354217,30.000000000072077,3.0000000000000004,126.00369009555617,436.6647328256637,24.16291533641812,0.8962032564615443,0.6971804937190172,0.199022762742527
12,26.961423273354217,30.001232813886418,3.1500000000000004,126.02252028799033,436.6771558135291,24.572416043530524,0.9113916500029606,0.6973433675812702,0.21404828242169036
13,26.961423273354217,20.000000000012847,3.0000000000000004,84.19424925876591,296.4216479103904,5.365936943050228,0.19902276258365578,-1.588712223110633e-10,0.199022762742527
21,1.2677867672829681,19.269498405633897,7.106851331508352,1635.5663262513417,5975.226172496897,340.6303564192317,268.68111042777866,0.0025851207684381735,268.6785253070102
22,1.2677867672829681,210.35257903079543,46.49779436014919,2042.6474112194885,6202.914861559626,772.1014828802392,609.0152561971862,309.89996002814337,299.11529616904284
22c,1.2677867672829681,80.10504566398112,46.19779436014919,746.0242130863538,2740.3776686907977,415.1175524229356,327.43483615354853,28.36842296347587,299.06641319007264
23,1.2677867672829681,80.10504566398112,46.19779436014919,746.0242130863538,2740.3776686907977,415.1175524229356,327.43483615354853,28.36842296347587,299.06641319007264
24,1.2677867672829681,15.000000000012847,7.281851331508352,746.0242130863538,2877.7017924845254,364.08080962338556,287.1782692634173,15.321250035609701,271.8570192278076
31,10.587486469148399,79.36053808518687,8.932904237972819,700.6614540875864,2501.4604578592093,959.8967885509397,90.66333084325998,60.819823939985596,29.843506903274392
32,10.587486469148399,128.32819059716985,24.505543662122523,753.3332215073387,2535.718818915095,1411.2299962222014,133.29225971947932,100.7681891714962,32.52407054798311
32c,10.587486469148399,125.21266209501391,24.255543662122523,545.3987543395955,2014.7342641928544,826.7176848135107,78.08441476856096,45.60328843923769,32.481126329323274
33,10.587486469148399,125.21266209501391,24.255543662122523,545.3987543395955,2014.7342641928544,826.7176848135107,78.08441476856096,45.60328843923769,32.481126329323274
34,10.587486469148399,75.10504566398112,9.08290423797282,545.3987543395955,2053.8564536844488,705.293297963214,66.61574491910014,36.7463634600555,29.869381459044643
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
