Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,306.8,258.1,48.7,0,84.13,7.768,14.51,61.28,72.83,9.726,7.382,17.11,43.15,18.84,55.48,78.37
COMP2,287.3,245,42.29,0,85.28,6.747,12.61,56.3,66.96,8.288,7.04,15.33,45.93,18.92,54.43,75.91
IHX,141.6,118.9,22.67,0,83.99,3.616,6.756,39.95,46.13,6.396,4.247,10.64,39.91,37.49,78.37,107.8
MOT1,322,305.9,16.1,0,95,2.568,4.799,58.57,59.95,2.928,0,2.928,0,2.35,50.52,54.43
MOT2,302.4,287.3,15.12,0,95,2.412,4.507,55.01,56.3,2.751,0,2.751,0,2.35,50.52,54.43
SNK_HX,290.4,280.1,10.33,0,96.44,1.647,3.078,90.7,95.15,3.226,3.564,6.789,52.49,8.771,86.76,94.37
SRC_HX,27.14,8.868,18.27,0,32.68,2.915,5.445,39.1,42.59,26.33,1.924,28.25,6.81,233.3,400.3,1334
VAL1,116.5,28.07,88.47,0,24.08,14.11,26.37,32.88,40.44,24.96,0,24.96,0,410.7,78.37,400.3
VAL2,73.58,,73.58,0,,11.74,21.93,22.39,,22.39,0,22.39,0,inf,84.55,
TOT,626.9,280.1,335.5,11.28,44.68,53.52,100,113.6,137.7,60.79,24.16,84.95,28.44,171.4,50.33,136.6
