Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,174.1,150.1,23.95,0,86.24,4.691,10.39,36.04,43.07,4.957,2.687,7.644,35.15,19.52,57.51,79.7
COMP2,242.4,207,35.36,0,85.41,6.928,15.35,48.72,60.3,7.109,5.163,12.27,42.07,23.78,55.84,80.92
IHX,185.5,154.4,31.07,0,83.25,6.086,13.48,44.69,53.56,7.486,3.231,10.72,30.15,43.97,66.94,96.37
MOT1,183.2,174.1,9.162,0,95,1.795,3.976,33.33,36.04,1.666,1.046,2.712,38.55,8.129,50.52,57.51
MOT2,255.1,242.4,12.76,0,95,2.499,5.536,46.4,48.72,2.32,0,2.32,0,4.992,50.52,55.84
SNK_HX,291,280.1,10.93,0,96.25,2.14,4.742,92.12,98.13,3.459,4.028,7.486,53.8,10.68,87.94,97.33
SRC_HX,72.11,52.08,20.03,0,72.22,3.924,8.694,-3.318e-14,5.884,-9.215e-15,2.247,2.247,100,inf,-1.278e-13,31.38
VAL1,16.76,,16.76,0,,3.283,7.273,4.266,,4.266,0,4.266,0,inf,70.72,
VAL2,70.4,,70.4,0,,13.79,30.55,21.75,,21.75,0,21.75,0,inf,85.81,
TOT,510.5,280.1,230.4,0,54.86,45.14,100,79.73,98.13,35.99,18.4,54.39,33.83,124.3,43.39,97.33
