Connection,E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,4.009672848786812,0.19902276258365578,-1.588712223110633e-10,0.199022762742527,3.4175711475471284e-14,-3.8250629492902737e-14,-4.074918017431457e-15,-0.0029659487159460125,-2.6498857266803816e-12,-2.8229776198604795e-13
12,4.312389249909408,0.21404829127461372,8.852923361502007e-09,0.21404828242169036,1.9001767405640163e-06,3.168197214238361,3.168199114415102,2959.36547500505,204.07592337587903,204.07603733318788
13,18.743636259251225,0.9303527768625941,0.731330014120067,0.199022762742527,78.42640264734987,2.945799682936435,81.37220233028631,1478.5642697976489,204.0759233758815,1205.9233984032514
21,364.4698035728184,88.03308368640775,0.38402340029322296,87.64906028611452,2.2305797770449445,121.08200850144479,123.31258827848974,389.71034385184527,92.68601571120824,93.98171373388229
22,699.6125952291565,168.9825975708525,56.085830317879505,112.89676725297299,77.47926744670357,155.96022692870457,233.43949437540815,92.68601571120871,92.68601571120836,92.68601571120847
22c,506.9211222526661,122.44040285428136,9.603057022572203,112.83734583170916,13.266057026183104,155.87813973905108,169.1441967652342,92.68601571120897,92.68601571120823,92.68601571120828
23,506.9211222526661,122.44040285428136,9.603057022572203,112.83734583170916,13.266057026183104,155.87813973905108,169.1441967652342,92.68601571120897,92.68601571120823,92.68601571120828
24,416.28257238568006,100.54780443477789,11.291469614003756,89.25633482077414,65.5859089703459,123.30236349708915,188.88827246743506,389.71034385184157,92.68601571120821,126.04170353227217
31,1276.7217380398647,85.80856528811984,41.39234647584567,44.41621881227417,242.27240182979818,201.38870246494363,443.6611042947418,109.2737343726944,84.64969678108491,96.52784312001761
32,2031.7203259459216,136.5520779052382,88.08628535699461,48.4657925482436,453.9885725375425,219.74997728822117,673.7385498257637,96.22070004788588,84.64969678108491,92.1138577902895
32c,1446.4393681639822,97.2153001396851,48.793974068339566,48.42132607134554,251.47963211233787,219.54836070929682,471.02799282163465,96.22070004788621,84.64969678108491,90.45737553673067
33,1446.4393681639822,97.2153001396851,48.793974068339566,48.42132607134554,251.47963211233787,219.54836070929682,471.02799282163465,96.22070004788621,84.64969678108491,90.45737553673067
34,1132.1142257383262,76.08948336857027,31.646381448627565,44.44310191994271,163.10252477572732,201.51059384418227,364.6131186199096,96.2207000478859,84.64969678108491,89.4621934220564
41,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508,0.0,0.0,0.0,0.0,0.0,0.0
42,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606,0.34279032838455054,2.7186546949818764,3.061445023366427,1.6155938435101114,6488.900579917317,14.40036059951912
43,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508,220.34486470095166,2.309139904953131,304.0262069361911,98.75530656958804,6488.900579917318,136.23831660722624
