Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,205.9,173.2,32.77,0,84.09,5.177,9.373,42.21,54.74,6.717,4.122,10.84,38.03,29.69,56.94,87.81
COMP2,382.7,326.6,56.02,0,85.36,8.851,16.03,78.43,100.4,11.48,7.634,19.12,39.93,28.06,56.94,85.42
IHX,119.2,97.96,21.27,0,82.16,3.36,6.084,73.22,83.49,13.06,4.81,17.87,26.91,38.78,170.6,236.7
MOT1,216.8,205.9,10.84,0,95,1.712,3.1,39.43,42.21,1.971,0,1.971,0,7.054,50.52,56.94
MOT2,402.8,382.7,20.14,0,95,3.182,5.761,73.26,78.43,3.663,0,3.663,0,7.054,50.52,56.94
SNK_HX,290.8,280.1,10.7,0,96.32,1.69,3.06,128.6,135.3,4.731,3.98,8.711,45.69,9.251,122.8,134.2
SRC_HX,15.53,0.02671,15.5,0,0.172,2.449,4.435,38.98,45.01,38.91,2.054,40.96,5.014,6.706e+04,697.1,4.681e+05
VAL1,53.95,5.43,48.52,0,10.06,7.666,13.88,26.52,38.98,23.85,0,23.85,0,1360,136.6,1994
VAL2,133.8,,133.8,0,,21.14,38.28,55.37,,55.37,0,55.37,0,inf,114.9,
TOT,633,280.1,349.6,3.341,44.24,55.23,100,112.7,135.3,62.24,22.6,84.84,26.64,171.4,49.45,134.2
