Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,18.613540691867236,20.000000000012847,3.0000000000000004,84.19424925876591,296.4216479103904,3.704518289958709,0.19902276258365578,-1.588712223110633e-10,0.199022762742527
12,18.613540691867236,20.001115997730494,3.1500000000000004,84.21303115883883,296.4344617305574,3.9841965796646734,0.21404829127461372,8.852923361502007e-09,0.21404828242169036
13,18.613540691867236,9.999999999997783,3.0000000000000004,42.312658505312875,151.05947575370618,17.317159269923575,0.9303527768625941,0.731330014120067,0.199022762742527
21,3.241203225902091,9.090529116191817,6.586953839856879,589.8756423838996,2405.768887473333,336.226969810504,103.7352323740593,0.35469061655440964,103.3805417575049
22,3.241203225902091,87.0686542768376,25.615053969758073,682.1074142647417,2473.309004464054,570.9950548696329,176.16761895907152,48.16244616703439,128.00517279203714
22c,3.241203225902091,55.06302739838861,25.315053969758072,349.25071483905526,1483.0916449379101,433.00251139481514,133.59313847847415,5.645730338414869,127.94740814005927
23,3.241203225902091,55.06302739838861,25.315053969758072,349.25071483905526,1483.0916449379101,433.00251139481514,133.59313847847415,5.645730338414869,127.94740814005927
24,3.241203225902091,4.999999999997726,6.761953839856879,349.25071483905526,1536.3698843684924,382.3797273113415,117.97462258939893,13.24144921886921,104.73317337052973
31,15.015767114957598,54.166047661000846,6.709602614397349,629.79301418828,2360.981766157211,1135.8186132072374,75.64173075618753,31.556987553078216,44.084743203109305
32,15.015767114957598,129.5012714844907,31.241131664456375,704.5575694102442,2409.495594363782,2044.9140945836637,136.18445723939547,87.71866469115187,48.4657925482436
32c,15.015767114957598,125.21266209501374,30.991131664456375,557.9447896066011,2042.2992010363635,1459.7623069082154,97.21530013968504,48.79397406833951,48.42132607134554
33,15.015767114957598,125.21266209501374,30.991131664456375,557.9447896066011,2042.2992010363635,1459.7623069082154,97.21530013968504,48.79397406833951,48.42132607134554
34,15.015767114957598,50.06302739838867,6.859602614397349,557.9447896066011,2136.1793189092955,1046.5140325057287,69.69434358523507,25.582699724901467,44.1116438603336
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
