Connection,E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,3.704518289958709,0.19902276258365578,-1.588712223110633e-10,0.199022762742527,5.5792457710174105e-15,-7.806250959972369e-16,4.798620675020173e-15,-0.0005240814188549796,-5.853400828343587e-14,3.5981741300039883e-13
12,3.9841965796646734,0.21404829127461372,8.852923361502007e-09,0.21404828242169036,1.9004087303819972e-06,3.1685840625203685,3.1685859629290993,3203.5301702532483,220.913365691939,220.91348905138202
13,17.317159269923575,0.9303527768625941,0.731330014120067,0.199022762742527,67.59403966891603,2.946159375679441,70.54019904459547,1379.3151646302924,220.91336569193908,1131.5077391845418
21,336.226969810504,103.7352323740593,0.35469061655440964,103.3805417575049,1.3878059339733269,124.37189174466744,125.75969767864076,335.32835436818567,103.10380029271612,103.89782049567947
22,570.9950548696329,176.16761895907152,48.16244616703439,128.00517279203714,57.94179870807217,153.9965376713938,211.938336379466,103.10380029271653,103.10380029271622,103.1038002927163
22c,433.00251139481514,133.59313847847415,5.645730338414869,127.94740814005927,6.792092114548695,153.9270439453953,160.71913605994402,103.10380029271647,103.10380029271612,103.10380029271613
23,433.00251139481514,133.59313847847415,5.645730338414869,127.94740814005927,6.792092114548695,153.9270439453953,160.71913605994402,103.10380029271647,103.10380029271612,103.10380029271613
24,382.3797273113415,117.97462258939893,13.24144921886921,104.73317337052973,51.810115471532335,125.99917430370203,177.80928977523436,335.3283543681821,103.10380029271609,129.1686401088779
31,1135.8186132072374,75.64173075618753,31.556987553078216,44.084743203109305,216.9148714847065,221.94659864309935,438.86147012780583,127.15802225872858,93.13440699264204,107.32872529722138
32,2044.9140945836637,136.18445723939547,87.71866469115187,48.4657925482436,499.66333068428145,244.00318625120434,743.6665169354858,105.37447935629741,93.13440699264254,101.01844034878005
32c,1459.7623069082154,97.21530013968504,48.79397406833951,48.42132607134554,277.9403868737666,243.7793177973097,521.7197046710763,105.37447935629734,93.13440699264206,99.27790264248978
33,1459.7623069082154,97.21530013968504,48.79397406833951,48.42132607134554,277.9403868737666,243.7793177973097,521.7197046710763,105.37447935629734,93.13440699264206,99.27790264248978
34,1046.5140325057287,69.69434358523507,25.582699724901467,44.1116438603336,145.72425375428082,222.08203119727554,367.80628495155634,105.37447935629716,93.13440699264206,97.62736983269657
41,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508,0.0,0.0,0.0,0.0,0.0,0.0
42,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606,0.34284143437069586,2.719060014262122,3.0619014486328178,1.615834709455694,6489.867998294316,14.402507523070772
43,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508,242.63225161861695,2.3094841704186906,315.48193483363116,108.7441834634345,6489.867998294317,141.37178552750663
