Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,166.2,138.3,27.94,0,83.19,4.942,9.206,33.94,45.24,5.706,4.547,10.25,44.35,33.31,56.72,90.89
COMP2,361,306.6,54.45,0,84.92,9.63,17.94,73.72,95.22,11.12,8.335,19.45,42.85,29.17,56.72,86.27
IHX,99.78,78.78,20.99,0,78.96,3.713,6.917,59.23,69.45,12.46,5.138,17.6,29.19,48.49,164.9,244.9
MOT1,175,166.2,8.748,0,95,1.547,2.882,31.82,33.94,1.591,0,1.591,0,6.647,50.52,56.72
MOT2,380,361,19,0,95,3.361,6.26,69.12,73.72,3.456,0,3.456,0,6.647,50.52,56.72
SNK_HX,272.9,261.9,11.07,0,95.94,1.959,3.648,118.5,124.8,4.806,3.716,8.522,43.6,9.855,120.6,132.4
SRC_HX,19.1,0.003182,19.1,0,0.01666,3.378,6.293,24.5,31.29,24.5,2.166,26.67,8.121,7.665e+05,356.3,2.731e+06
VAL1,38.49,8.69,29.8,0,22.58,5.27,9.817,17.3,24.5,13.39,0,13.39,0,527.4,124.8,783.3
VAL2,112.4,,112.4,0,,19.88,37.04,46.21,,46.21,0,46.21,0,inf,114.2,
TOT,565.4,261.9,303.5,0,46.32,53.68,100,100.9,124.8,54.19,23.9,78.09,30.61,167,49.59,132.4
