Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,250.6,210.9,39.69,0,84.16,8.539,17.8,50.17,61.46,7.946,4.683,12.63,37.08,22.49,55.62,80.94
COMP2,137.6,116.4,21.28,0,84.54,4.579,9.548,27.56,36.28,4.261,5.18,9.441,54.86,31.65,55.62,86.61
IHX,182.4,156.8,25.65,0,85.94,5.519,11.51,50.78,59.61,7.14,4.56,11.7,38.98,36.59,77.32,105.6
MOT1,263.8,250.6,13.19,0,95,2.838,5.917,47.98,50.17,2.399,0,2.399,0,4.573,50.52,55.62
MOT2,144.9,137.6,7.244,0,95,1.559,3.25,26.35,27.56,1.318,0,1.318,0,4.573,50.52,55.62
SNK_HX,253.7,241.9,11.78,0,95.36,2.533,5.282,89.27,94.87,4.144,3.65,7.794,46.83,11.46,97.76,109
SRC_HX,56.13,32.21,23.92,0,57.38,5.147,10.73,-3.513e-14,6.45,-1.497e-14,2.471,2.471,100,inf,-1.738e-13,55.63
VAL1,60.68,,60.68,0,,13.05,27.22,17.13,,17.13,0,17.13,0,inf,78.41,
VAL2,19.49,,19.49,0,,4.192,8.741,6.62,,6.62,0,6.62,0,inf,94.37,
TOT,464.8,241.9,222.9,0,52.04,47.96,100,74.33,94.87,35.65,20.54,56.19,36.56,145.3,44.42,109
