Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,276.9,232.7,44.28,0,84.01,7.878,14.75,54.58,65.28,8.726,5.978,14.7,40.65,19.61,54.74,77.94
COMP2,247.6,210.4,37.23,0,84.97,6.624,12.4,48.8,58.59,7.336,5.82,13.16,44.24,20.06,54.74,77.35
IHX,150.2,126.8,23.37,0,84.43,4.159,7.787,77.3,84.79,12.03,5,17.03,29.36,29.92,143,185.8
MOT1,291.5,276.9,14.58,0,95,2.593,4.856,53.02,54.58,2.651,0,2.651,0,2.932,50.52,54.74
MOT2,260.7,247.6,13.03,0,95,2.319,4.342,47.41,48.8,2.371,0,2.371,0,2.932,50.52,54.74
SNK_HX,273,261.9,11.18,0,95.91,1.989,3.724,118.2,123.2,4.84,3.78,8.62,43.85,8.655,120.3,130.7
SRC_HX,19.81,1.041e-06,19.81,0,5.256e-06,3.524,6.599,41.98,46.26,41.98,2.169,44.15,4.914,inf,588.7,1.234e+10
VAL1,82.5,9.955,72.54,0,12.07,12.91,24.17,34.24,41.98,30.11,0,30.11,0,916,115.3,1171
VAL2,64.14,,64.14,0,,11.41,21.37,25.17,,25.17,0,25.17,0,inf,109,
TOT,562,261.9,300.2,0,46.59,53.41,100,100.4,123.2,53.64,22.75,76.38,29.78,163.2,49.64,130.7
