Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,552.2,552.2,100.4,50.52
e2,power,291.5,291.5,53.02,50.52
e3,power,276.9,276.9,54.58,54.74
e4,power,260.7,260.7,47.41,50.52
e5,power,247.6,247.6,48.8,54.74
