Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,177.8,149.6,28.24,0,84.12,5.776,12.44,35.9,45.08,5.703,3.571,9.274,38.51,25.55,56.08,83.71
COMP2,215,182.8,32.29,0,84.98,6.603,14.22,43.42,55.07,6.519,5.248,11.77,44.6,26.84,56.08,83.71
IHX,165.2,142.6,22.64,0,86.3,4.63,9.969,41.48,51.67,5.684,5.697,11.38,50.05,44.34,69.74,100.7
MOT1,187.2,177.8,9.359,0,95,1.914,4.121,34.04,35.9,1.702,0,1.702,0,5.453,50.52,56.08
MOT2,226.4,215,11.32,0,95,2.315,4.983,41.17,43.42,2.059,0,2.059,0,5.453,50.52,56.08
SNK_HX,273.1,261.9,11.22,0,95.89,2.295,4.941,89.96,95.98,3.697,3.797,7.494,50.67,11.27,91.5,101.8
SRC_HX,75.45,53.87,21.58,0,71.4,4.413,9.501,1.499e-13,6.733,4.286e-14,2.453,2.453,100,inf,5.518e-13,34.72
VAL1,38.23,,38.23,0,,7.819,16.83,10.33,,10.33,0,10.33,0,inf,75.05,
VAL2,52.23,,52.23,0,,10.68,23,16.78,,16.78,0,16.78,0,inf,89.22,
TOT,489,261.9,227.1,0,53.55,46.45,100,75.22,95.98,34.94,20.77,55.7,37.28,138.3,42.73,101.8
