Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,226.5,196.9,29.63,0,86.92,5.266,10.49,46.06,54.02,6.024,4.362,10.39,42,17.28,56.48,76.21
COMP2,280.9,239.5,41.34,0,85.28,7.349,14.63,55.57,67.48,8.18,6.885,15.06,45.7,21.42,54.96,78.25
IHX,163.7,121.9,41.75,0,74.49,7.421,14.78,62.84,69.25,16.03,1.344,17.38,7.736,47.95,106.7,157.8
MOT1,238.4,226.5,11.92,0,95,2.119,4.22,43.37,46.06,2.168,1.241,3.409,36.39,6.2,50.52,56.48
MOT2,295.7,280.9,14.78,0,95,2.628,5.233,53.78,55.57,2.689,0,2.689,0,3.339,50.52,54.96
SNK_HX,290.4,280.1,10.33,0,96.44,1.836,3.657,111.1,115.9,3.95,3.57,7.521,47.47,8.193,106.2,114.9
SRC_HX,38.66,3.104e-07,38.66,0,8.03e-07,6.871,13.68,13.67,19.69,13.67,1.329,15,8.862,inf,98.22,1.762e+10
VAL1,33.23,10.2,23.04,0,30.69,4.095,8.154,10.87,13.67,7.535,0,7.535,0,309.8,90.85,372.3
VAL2,71.06,,71.06,0,,12.63,25.15,25.68,,25.68,0,25.68,0,inf,100.4,
TOT,562.6,280.1,282.5,0,49.78,50.22,100,97.15,115.9,48.79,18.73,67.52,27.74,139.6,47.97,114.9
