Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,507.8,507.8,92.37,50.52
e2,power,181.8,181.8,33.07,50.52
e3,power,172.7,172.7,35.73,57.46
e4,power,326,326,59.3,50.52
e5,power,309.7,309.7,64.07,57.46
