f1,f2,pair,ls,T_src,T_steam,COP,eta_Lorenz,V_envelope,e1_c [EUR/MWh],c_P [EUR/GJ],Z_sum [EUR/h]
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,100.0,95.534,25.084
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,110.0,102.599,25.084
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,120.0,109.665,25.084
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,130.0,116.73,25.084
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,140.0,123.795,25.084
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,150.0,130.861,25.084
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,160.0,137.926,25.084
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,170.0,144.991,25.084
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,180.0,152.057,25.084
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,190.0,159.122,25.084
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,200.0,166.188,25.084
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,100.0,88.132,23.003
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,110.0,94.664,23.003
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,120.0,101.196,23.003
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,130.0,107.727,23.003
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,140.0,114.259,23.003
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,150.0,120.791,23.003
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,160.0,127.322,23.003
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,170.0,133.854,23.003
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,180.0,140.386,23.003
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,190.0,146.917,23.003
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,200.0,153.449,23.003
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,100.0,81.562,21.516
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,110.0,87.584,21.516
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,120.0,93.606,21.516
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,130.0,99.628,21.516
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,140.0,105.65,21.516
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,150.0,111.672,21.516
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,160.0,117.694,21.516
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,170.0,123.717,21.516
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,180.0,129.739,21.516
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,190.0,135.761,21.516
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,200.0,141.783,21.516
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,100.0,73.063,17.745
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,110.0,78.61,17.745
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,120.0,84.156,17.745
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,130.0,89.702,17.745
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,140.0,95.249,17.745
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,150.0,100.795,17.745
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,160.0,106.342,17.745
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,170.0,111.888,17.745
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,180.0,117.434,17.745
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,190.0,122.981,17.745
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,200.0,128.527,17.745
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,100.0,92.271,23.139
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,110.0,99.203,23.139
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,120.0,106.135,23.139
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,130.0,113.068,23.139
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,140.0,120.0,23.139
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,150.0,126.932,23.139
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,160.0,133.864,23.139
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,170.0,140.796,23.139
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,180.0,147.728,23.139
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,190.0,154.66,23.139
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,200.0,161.592,23.139
R1270,R600,R1270/R600,0.4,30.0,120.0,1.929,0.463,OK,100.0,86.358,21.758
R1270,R600,R1270/R600,0.4,30.0,120.0,1.929,0.463,OK,110.0,92.836,21.758
R1270,R600,R1270/R600,0.4,30.0,120.0,1.929,0.463,OK,120.0,99.314,21.758
R1270,R600,R1270/R600,0.4,30.0,120.0,1.929,0.463,OK,130.0,105.792,21.758
R1270,R600,R1270/R600,0.4,30.0,120.0,1.929,0.463,OK,140.0,112.269,21.758
R1270,R600,R1270/R600,0.4,30.0,120.0,1.929,0.463,OK,150.0,118.747,21.758
R1270,R600,R1270/R600,0.4,30.0,120.0,1.929,0.463,OK,160.0,125.225,21.758
R1270,R600,R1270/R600,0.4,30.0,120.0,1.929,0.463,OK,170.0,131.703,21.758
R1270,R600,R1270/R600,0.4,30.0,120.0,1.929,0.463,OK,180.0,138.18,21.758
R1270,R600,R1270/R600,0.4,30.0,120.0,1.929,0.463,OK,190.0,144.658,21.758
R1270,R600,R1270/R600,0.4,30.0,120.0,1.929,0.463,OK,200.0,151.136,21.758
R1270,R600,R1270/R600,0.5,20.0,120.0,1.782,0.472,OK,100.0,90.099,20.144
R1270,R600,R1270/R600,0.5,20.0,120.0,1.782,0.472,OK,110.0,97.11,20.144
R1270,R600,R1270/R600,0.5,20.0,120.0,1.782,0.472,OK,120.0,104.122,20.144
R1270,R600,R1270/R600,0.5,20.0,120.0,1.782,0.472,OK,130.0,111.134,20.144
R1270,R600,R1270/R600,0.5,20.0,120.0,1.782,0.472,OK,140.0,118.146,20.144
R1270,R600,R1270/R600,0.5,20.0,120.0,1.782,0.472,OK,150.0,125.158,20.144
R1270,R600,R1270/R600,0.5,20.0,120.0,1.782,0.472,OK,160.0,132.17,20.144
R1270,R600,R1270/R600,0.5,20.0,120.0,1.782,0.472,OK,170.0,139.182,20.144
R1270,R600,R1270/R600,0.5,20.0,120.0,1.782,0.472,OK,180.0,146.194,20.144
R1270,R600,R1270/R600,0.5,20.0,120.0,1.782,0.472,OK,190.0,153.206,20.144
R1270,R600,R1270/R600,0.5,20.0,120.0,1.782,0.472,OK,200.0,160.217,20.144
R1270,R600a,R1270/R600a,0.3,20.0,120.0,1.574,0.414,V_OUT,100.0,105.061,25.912
