Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,182.1,156.7,25.42,0,86.04,4.846,13.95,32.28,37.11,4.507,2.858,7.365,38.81,14.98,49.24,65.81
COMP2,164.3,139.5,24.76,0,84.93,4.72,13.59,28.17,35.11,4.245,5.02,9.265,54.18,24.66,47.63,69.91
IHX,195.8,161.8,34,0,82.64,6.482,18.66,37.94,43.25,6.588,2.666,9.254,28.81,37.95,53.82,74.25
MOT1,191.7,182.1,9.583,0,95,1.827,5.258,30.47,32.28,1.524,1.058,2.582,40.98,5.918,44.17,49.24
MOT2,172.9,164.3,8.646,0,95,1.648,4.744,27.5,28.17,1.375,0,1.375,0,2.446,44.17,47.63
SNK_HX,272.9,261.9,11.04,0,95.95,2.105,6.06,71.04,75.47,2.874,3.57,6.445,55.4,10.72,72.3,80.05
SRC_HX,79.52,55.45,24.07,0,69.73,4.589,13.21,-8.743e-14,4.196,-2.646e-14,2.324,2.324,100,inf,-3.054e-13,21.02
VAL1,16.29,,16.29,0,,3.106,8.939,3.368,,3.368,0,3.368,0,inf,57.43,
VAL2,28.43,,28.43,0,,5.419,15.6,7.328,,7.328,0,7.328,0,inf,71.6,
TOT,524.6,261.9,182.2,80.47,49.92,34.74,100,57.97,75.47,20.14,17.5,37.64,46.49,160.8,30.7,80.05
