Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,154,131.9,22.09,0,85.65,3.998,7.6,32.48,41.92,4.659,3.91,8.569,45.62,29.06,58.58,88.27
COMP2,361,306.6,54.45,0,84.92,9.853,18.73,73.88,95.84,11.14,8.335,19.48,42.8,29.73,56.84,86.84
IHX,111.4,78.78,32.57,0,70.75,5.894,11.2,51.76,62.35,15.14,2.442,17.58,13.89,70.27,129.1,219.8
MOT1,162.1,154,8.105,0,95,1.467,2.788,29.48,32.48,1.474,0.9654,2.44,39.57,10.15,50.52,58.58
MOT2,380,361,19,0,95,3.439,6.537,69.12,73.88,3.456,0,3.456,0,6.88,50.52,56.84
SNK_HX,272.9,261.9,11.07,0,95.94,2.004,3.81,113.6,120.1,4.608,3.716,8.324,44.64,10.18,115.6,127.4
SRC_HX,19.85,0.0005527,19.85,0,0.002785,3.592,6.828,10.36,17.42,10.36,2.089,12.45,16.78,6.036e+06,145,8.754e+06
VAL1,20.55,9.412,11.14,0,45.81,2.015,3.831,7.577,10.36,4.106,0,4.106,0,198.6,102.4,305.9
VAL2,112.4,,112.4,0,,20.35,38.67,44.62,,44.62,0,44.62,0,inf,110.2,
TOT,552.6,261.9,290.7,0,47.39,52.61,100,98.61,120.1,51.88,21.46,73.33,29.26,156.9,49.57,127.4
