Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,139.8,120.1,19.68,0,85.92,3.069,5.448,30.62,42.1,4.312,3.563,7.875,45.24,37.49,60.87,97.4
COMP2,461.5,393.9,67.68,0,85.34,10.55,18.74,98.14,134.9,14.39,9.518,23.91,39.81,37.44,59.07,95.13
IHX,100.6,72.21,28.42,0,71.76,4.431,7.867,55.07,69.06,15.55,2.56,18.11,14.13,74.76,152,265.7
MOT1,147.1,139.8,7.356,0,95,1.147,2.036,26.76,30.62,1.338,0.9065,2.244,40.39,14.45,50.52,60.87
MOT2,485.8,461.5,24.29,0,95,3.788,6.725,88.37,98.14,4.418,0,4.418,0,11.06,50.52,59.07
SNK_HX,290.7,280.1,10.61,0,96.35,1.654,2.937,129.2,137.4,4.715,3.948,8.663,45.57,10.39,123.5,136.3
SRC_HX,16.93,2.414e-07,16.93,0,1.426e-06,2.64,4.687,12.57,21.16,12.57,1.781,14.35,12.41,inf,206.2,2.435e+10
VAL1,19.46,8.591,10.87,0,44.14,1.695,3.009,8.198,12.57,4.579,0,4.579,0,247.4,117,406.5
VAL2,175.4,,175.4,0,,27.35,48.56,74.77,,74.77,0,74.77,0,inf,118.4,
TOT,641.3,280.1,361.2,0,43.67,56.33,100,115.1,137.4,64.85,22.28,87.12,25.57,173.3,49.87,136.3
