Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,203.7,175.8,27.87,0,86.31,5.473,11.4,41.31,48.68,5.653,4.369,10.02,43.6,17.85,56.34,76.92
COMP2,267.4,227,40.38,0,84.9,7.93,16.52,52.71,64.52,7.961,7.456,15.42,48.36,22.41,54.76,78.95
IHX,146.5,106.5,39.96,0,72.72,7.846,16.35,40.57,47.07,11.07,2.192,13.26,16.53,59.54,76.92,122.7
MOT1,214.4,203.7,10.72,0,95,2.105,4.386,38.99,41.31,1.95,1.158,3.108,37.26,5.933,50.52,56.34
MOT2,281.5,267.4,14.07,0,95,2.763,5.757,51.19,52.71,2.56,0,2.56,0,2.964,50.52,54.76
SNK_HX,272.9,261.9,10.99,0,95.97,2.158,4.496,91.78,96.5,3.697,3.54,7.237,48.92,9.561,93.43,102.4
SRC_HX,22.15,0.007525,22.14,0,0.03398,4.347,9.058,10.01,14.56,10.01,2.162,12.17,17.76,4.279e+05,125.6,5.376e+05
VAL1,29.3,11.69,17.61,0,39.89,3.459,7.206,8.115,10.01,4.878,0,4.878,0,209.3,76.92,238
VAL2,60.67,,60.67,0,,11.91,24.82,19.81,,19.81,0,19.81,0,inf,90.7,
TOT,509.3,261.9,244.4,2.993,51.42,47.99,100,90.19,111.1,43.28,20.88,64.16,32.54,139.5,49.19,117.8
