Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,178.3,148.4,29.98,0,83.19,5.634,11.09,35.71,45.5,6.002,4.803,10.81,44.45,27.41,55.61,85.18
COMP2,317.3,269.4,47.93,0,84.9,9.008,17.74,63.54,80.51,9.597,9.002,18.6,48.4,26.72,55.61,83.01
IHX,105.6,83.22,22.37,0,78.81,4.204,8.278,56.54,64.53,11.98,4.267,16.25,26.27,44.81,148.7,215.4
MOT1,187.7,178.3,9.387,0,95,1.764,3.473,34.15,35.71,1.707,0,1.707,0,4.572,50.52,55.61
MOT2,334,317.3,16.7,0,95,3.139,6.18,60.76,63.54,3.038,0,3.038,0,4.572,50.52,55.61
SNK_HX,272.9,261.9,10.99,0,95.97,2.065,4.066,113.4,118.7,4.565,3.503,8.068,43.42,9.095,115.4,125.9
SRC_HX,20.84,8.435e-07,20.84,0,4.048e-06,3.916,7.712,22.75,28.43,22.75,2.209,24.96,8.849,inf,303.3,9.362e+09
VAL1,42.78,10.51,32.27,0,24.56,6.065,11.94,17.39,22.75,13.12,0,13.12,0,432.9,112.9,601.7
VAL2,79.77,,79.77,0,,14.99,29.52,31.68,,31.68,0,31.68,0,inf,110.3,
TOT,532.1,261.9,270.2,0,49.21,50.79,100,94.9,118.7,48.2,23.78,71.98,33.04,154.1,49.54,125.9
