Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,606.7,606.7,110.3,50.52
e2,power,169.9,169.9,30.9,50.52
e3,power,161.4,161.4,33,56.8
e4,power,436.8,436.8,79.44,50.52
e5,power,414.9,414.9,84.85,56.8
