Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,161.9,134.3,27.62,0,82.94,4.53,8.201,33.48,45.33,5.711,5.024,10.74,46.8,35.42,57.44,93.79
COMP2,414.9,352.3,62.62,0,84.91,10.27,18.59,84.85,110.3,12.8,9.944,22.75,43.71,29.98,56.8,86.95
IHX,79.9,59.47,20.42,0,74.44,3.35,6.065,26.98,36.94,6.896,4.91,11.81,41.59,83.95,93.79,172.5
MOT1,169.9,161.4,8.494,0,95,1.393,2.522,30.9,33,1.545,0,1.545,0,6.801,50.52,56.8
MOT2,436.8,414.9,21.84,0,95,3.582,6.485,79.44,84.85,3.972,0,3.972,0,6.801,50.52,56.8
SNK_HX,272.9,261.9,11.05,0,95.95,1.812,3.28,98.27,104.7,3.977,3.687,7.664,48.1,11.03,100,111.1
SRC_HX,25.96,8.034,17.93,0,30.94,2.941,5.324,24.78,31.28,17.11,2.066,19.18,10.77,307.9,265.1,1082
VAL1,54.37,26.46,27.9,0,48.68,4.577,8.286,18.36,25.26,9.422,0,9.422,0,182.7,93.79,265.1
VAL2,138.9,,138.9,0,,22.78,41.24,48.95,,48.95,0,48.95,0,inf,97.91,
TOT,609.6,261.9,336.8,11.02,42.95,55.24,100,110.3,136,60.95,25.63,86.58,29.6,186.9,50.28,144.2
