Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,183.6,152.5,31.04,0,83.09,5.911,11.53,36.7,45.49,6.206,4.908,11.11,44.16,23.95,55.53,82.84
COMP2,313.2,264.6,48.56,0,84.5,9.247,18.04,62.03,78.39,9.617,10.29,19.9,51.68,26.38,55.01,82.28
IHX,87.89,61.99,25.89,0,70.54,4.931,9.62,26.21,32.88,7.721,3.433,11.15,30.78,77.85,82.84,147.3
MOT1,192.5,182.8,9.623,0,95,1.832,3.575,35.01,36.21,1.75,0,1.75,0,3.438,50.52,55.01
MOT2,329.7,313.2,16.48,0,95,3.139,6.124,59.97,62.03,2.998,0,2.998,0,3.438,50.52,55.01
SNK_HX,253.6,241.9,11.72,0,95.38,2.232,4.354,86.74,91.74,4.008,3.536,7.545,46.87,10.89,95.01,105.4
SRC_HX,34.05,11.11,22.94,0,32.63,4.368,8.522,22.53,27.61,15.18,2.214,17.39,12.73,275.6,183.8,690.3
VAL1,64.64,34.78,29.86,0,53.81,5.687,11.09,19.28,23.01,8.905,0,8.905,0,121.9,82.84,183.8
VAL2,73.04,,73.04,0,,13.91,27.14,24.53,,24.53,0,24.53,0,inf,93.29,
TOT,525.1,241.9,269.2,14.09,46.06,51.26,100,94.97,119.3,48.68,24.38,73.06,33.37,172.8,50.24,137.1
