Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,295.7,257.9,37.73,0,87.24,7.628,14.93,58.5,64.57,7.465,5.039,12.5,40.3,10.37,54.97,69.54
COMP2,132.5,112.1,20.49,0,84.54,4.143,8.108,25.57,31.2,3.952,5.08,9.032,56.24,22.05,53.58,77.36
IHX,213.2,160,53.22,0,75.04,10.76,21.06,68.31,71.29,17.05,1.528,18.58,8.223,39.08,89,123.8
MOT1,311.2,295.7,15.56,0,95,3.146,6.158,56.61,58.5,2.83,1.475,4.305,34.26,3.356,50.52,54.97
MOT2,139.5,132.5,6.976,0,95,1.411,2.761,25.38,25.57,1.269,0,1.269,0,0.7494,50.52,53.58
SNK_HX,253.7,241.9,11.78,0,95.36,2.382,4.662,96.11,100.1,4.463,3.654,8.117,45.01,9.207,105.2,114.9
SRC_HX,55.85,3.776e-07,55.85,0,6.761e-07,11.29,22.1,13.71,16.55,13.71,1.326,15.03,8.82,inf,68.16,1.218e+10
VAL1,44.71,12.02,32.69,0,26.89,6.61,12.94,12.81,13.71,9.369,0,9.369,0,297.8,79.6,316.7
VAL2,18.38,,18.38,0,,3.717,7.275,6.387,,6.387,0,6.387,0,inf,96.51,
TOT,494.6,241.9,252.7,0,48.91,51.09,100,81.98,100.1,41.89,18.1,59.99,30.18,149.6,46.05,114.9
