Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,22.475512911568348,20.000000000012847,3.0000000000000004,84.19424925876591,296.4216479103904,4.473138670144958,0.19902276258365578,-1.588712223110633e-10,0.199022762742527
12,22.475512911568348,20.001115997730494,3.1500000000000004,84.21303115883883,296.4344617305574,4.810845134241723,0.21404829127461372,8.852923361502007e-09,0.21404828242169036
13,22.475512911568348,9.999999999997783,3.0000000000000004,42.312658505312875,151.05947575370618,20.9101558486887,0.9303527768625941,0.731330014120067,0.199022762742527
21,5.554316024846012,8.906424438914257,5.3361660578019245,588.0241001514664,2400.080864483442,488.9635674360246,88.03308368640775,0.38402340029322296,87.64906028611452
22,5.554316024846012,102.59517353579531,31.68046260091667,702.3570055181207,2480.2883891826764,993.4069348434668,178.85315318748147,64.87446331665369,113.97868987082778
22c,5.554316024846012,75.10504566398129,31.38046260091667,418.4744450073918,1683.302678897603,714.3236635471703,128.60695364682175,14.687521031916054,113.9194326149057
23,5.554316024846012,75.10504566398129,31.38046260091667,418.4744450073918,1683.302678897603,714.3236635471703,128.60695364682175,14.687521031916054,113.9194326149057
24,5.554316024846012,4.999999999997783,5.511166057801924,418.4744450073918,1785.3370062180813,548.1865004113611,98.69559059282354,9.439255772049393,89.25633482077414
31,10.635970257643379,74.29495539026277,7.960362366061029,693.6478953980642,2495.1315231415765,909.4296937358704,85.5050993662118,55.82937929047731,29.675720075734485
32,10.635970257643379,128.0467939454075,24.505543662122513,752.3853577504109,2533.3570557960147,1414.9748823608313,133.03674682091003,100.51267627292691,32.52407054798311
32c,10.635970257643379,125.21266209501391,24.255543662122513,545.3987543395951,2014.7342641928537,830.5035130639022,78.08441476856082,45.603288439237545,32.481126329323274
33,10.635970257643379,125.21266209501391,24.255543662122513,545.3987543395951,2014.7342641928537,830.5035130639022,78.08441476856082,45.603288439237545,32.481126329323274
34,10.635970257643379,70.10504566398112,8.110362366061029,545.3987543395951,2061.1887069561417,685.6615948844095,64.46629487250297,34.764693226582196,29.701601645920775
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
