Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,390.8,390.8,71.09,50.52
e2,power,190.3,190.3,34.6,50.52
e3,power,180.7,180.7,35.98,55.3
e4,power,200.6,200.6,36.49,50.52
e5,power,190.6,190.6,37.94,55.3
