Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,247.2,208.1,39.15,0,84.16,8.292,17,49.72,61.53,7.874,4.635,12.51,37.05,23.76,55.86,82.15
COMP2,148.5,125.6,22.88,0,84.59,4.845,9.933,29.86,38.71,4.601,4.656,9.257,50.3,29.65,55.86,85.62
IHX,180.4,155.2,25.28,0,85.99,5.354,10.98,51.14,60.93,7.166,5.147,12.31,41.8,38.54,78.73,109.1
MOT1,260.2,247.2,13.01,0,95,2.756,5.649,47.33,49.72,2.367,0,2.367,0,5.041,50.52,55.86
MOT2,156.3,148.5,7.813,0,95,1.655,3.392,28.42,29.86,1.421,0,1.421,0,5.041,50.52,55.86
SNK_HX,253.8,241.9,11.89,0,95.31,2.519,5.164,90.47,96.4,4.24,3.747,7.987,46.92,11.79,99.03,110.7
SRC_HX,55.69,32.16,23.54,0,57.74,4.985,10.22,-1.799e-13,6.777,-7.605e-14,2.46,2.46,100,inf,-8.974e-13,58.54
VAL1,59.78,,59.78,0,,12.66,25.96,17.17,,17.17,0,17.17,0,inf,79.76,
VAL2,26.96,,26.96,0,,5.71,11.71,9.16,,9.16,0,9.16,0,inf,94.38,
TOT,472.2,241.9,230.3,0,51.22,48.78,100,75.76,96.4,36.95,20.64,57.6,35.84,148.4,44.56,110.7
