f1,f2,pair,ls,T_src,T_steam,COP,eta_Lorenz,V_envelope,e1_c [EUR/MWh],c_P [EUR/GJ],Z_sum [EUR/h]
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,100.0,86.218,24.656
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,110.0,92.394,24.656
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,120.0,98.571,24.656
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,130.0,104.747,24.656
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,140.0,110.923,24.656
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,150.0,117.1,24.656
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,160.0,123.276,24.656
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,170.0,129.452,24.656
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,180.0,135.629,24.656
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,190.0,141.805,24.656
R1270,R600,R1270/R600,0.3,20.0,120.0,1.768,0.468,V_OUT,200.0,147.981,24.656
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,100.0,79.523,22.61
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,110.0,85.233,22.61
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,120.0,90.943,22.61
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,130.0,96.653,22.61
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,140.0,102.362,22.61
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,150.0,108.072,22.61
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,160.0,113.782,22.61
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,170.0,119.492,22.61
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,180.0,125.202,22.61
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,190.0,130.911,22.61
R1270,R600,R1270/R600,0.3,30.0,120.0,1.913,0.459,OK,200.0,136.621,22.61
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,100.0,73.619,21.148
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,110.0,78.883,21.148
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,120.0,84.148,21.148
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,130.0,89.412,21.148
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,140.0,94.676,21.148
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,150.0,99.941,21.148
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,160.0,105.205,21.148
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,170.0,110.47,21.148
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,180.0,115.734,21.148
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,190.0,120.998,21.148
R1270,R600,R1270/R600,0.3,40.0,120.0,2.074,0.447,OK,200.0,126.263,21.148
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,100.0,68.411,20.09
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,110.0,73.259,20.09
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,120.0,78.108,20.09
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,130.0,82.956,20.09
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,140.0,87.805,20.09
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,150.0,92.653,20.09
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,160.0,97.502,20.09
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,170.0,102.35,20.09
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,180.0,107.198,20.09
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,190.0,112.047,20.09
R1270,R600,R1270/R600,0.3,50.0,120.0,2.252,0.43,OK,200.0,116.895,20.09
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,100.0,83.156,22.743
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,110.0,89.216,22.743
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,120.0,95.276,22.743
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,130.0,101.336,22.743
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,140.0,107.395,22.743
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,150.0,113.455,22.743
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,160.0,119.515,22.743
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,170.0,125.575,22.743
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,180.0,131.635,22.743
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,190.0,137.694,22.743
R1270,R600,R1270/R600,0.4,20.0,120.0,1.802,0.477,OK,200.0,143.754,22.743
R1270,R600,R1270/R600,0.4,30.0,120.0,1.929,0.463,OK,100.0,77.838,21.386
R1270,R600,R1270/R600,0.4,30.0,120.0,1.929,0.463,OK,110.0,83.501,21.386
R1270,R600,R1270/R600,0.4,30.0,120.0,1.929,0.463,OK,120.0,89.164,21.386
