Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,198.9,167.1,31.82,0,84,4.922,8.684,40.88,53.5,6.54,4.132,10.67,38.72,30.88,57.08,88.94
COMP2,399.7,341.1,58.54,0,85.35,9.055,15.97,82.14,105.8,12.03,8.003,20.03,39.95,28.76,57.08,86.12
IHX,112.9,92.06,20.86,0,81.53,3.226,5.692,73.78,84.12,13.63,4.774,18.4,25.94,39.85,181.5,253.8
MOT1,209.4,198.9,10.47,0,95,1.619,2.857,38.09,40.88,1.904,0,1.904,0,7.336,50.52,57.08
MOT2,420.7,399.7,21.04,0,95,3.254,5.74,76.52,82.14,3.826,0,3.826,0,7.336,50.52,57.08
SNK_HX,290.7,280.1,10.68,0,96.33,1.652,2.914,130.1,136.9,4.778,3.973,8.751,45.4,9.256,124.3,135.8
SRC_HX,24.91,7.553e-07,24.91,0,3.032e-06,3.853,6.798,38.81,46.9,38.81,1.439,40.25,3.575,inf,432.8,1.725e+10
VAL1,54.18,8.507,45.67,0,15.7,7.065,12.46,26.62,38.81,22.44,0,22.44,0,828.5,136.5,1267
VAL2,142.5,,142.5,0,,22.04,38.88,59.77,,59.77,0,59.77,0,inf,116.5,
TOT,646.5,280.1,366.5,0,43.32,56.68,100,114.6,136.9,64.96,22.32,87.28,25.57,175.8,49.24,135.8
