Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,228.8,192.4,36.4,0,84.1,6.262,12.08,45.64,55.64,7.259,4.478,11.74,38.15,21.92,55.4,80.32
COMP2,313.5,267.4,46.16,0,85.28,7.942,15.33,62.54,77.26,9.207,7.713,16.92,45.59,23.54,55.4,80.26
IHX,130.8,107.2,23.61,0,81.95,4.061,7.837,68.71,76.18,12.4,3.892,16.29,23.89,35.3,145.9,197.4
MOT1,240.9,228.8,12.04,0,95,2.072,3.999,43.81,45.64,2.191,0,2.191,0,4.173,50.52,55.4
MOT2,330,313.5,16.5,0,95,2.839,5.479,60.03,62.54,3.002,0,3.002,0,4.173,50.52,55.4
SNK_HX,290.4,280.1,10.32,0,96.45,1.775,3.426,120.5,125.6,4.282,3.537,7.819,45.24,8.076,115.3,124.6
SRC_HX,17.67,0.01037,17.66,0,0.05871,3.038,5.863,34.28,39.1,34.26,2.138,36.4,5.874,1.942e+05,539,1.047e+06
VAL1,61.66,7.339,54.32,0,11.9,9.346,18.04,26.04,34.28,22.94,0,22.94,0,1006,117.3,1298
VAL2,84.18,,84.18,0,,14.48,27.95,32.94,,32.94,0,32.94,0,inf,108.7,
TOT,581.2,280.1,301.2,0,48.18,51.82,100,103.8,125.6,53.81,21.76,75.57,28.79,151,49.63,124.6
