Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,224.1,186.9,37.17,0,83.41,7.569,15.1,43.71,51.78,7.252,5.516,12.77,43.2,18.45,54.19,76.96
COMP2,229.7,194.1,35.61,0,84.5,7.251,14.47,44.81,54.63,6.947,7.371,14.32,51.48,21.9,54.19,78.17
IHX,128.4,103.4,25,0,80.53,5.091,10.16,35.58,41.4,6.927,4.111,11.04,37.24,44.51,76.96,111.2
MOT1,235.8,224,11.79,0,95,2.401,4.79,42.9,43.7,2.145,0,2.145,0,1.886,50.52,54.19
MOT2,241.8,229.7,12.09,0,95,2.462,4.911,43.98,44.81,2.199,0,2.199,0,1.886,50.52,54.19
SNK_HX,253.6,241.9,11.73,0,95.38,2.388,4.763,82.16,86.54,3.799,3.582,7.381,48.53,10.45,89.99,99.39
SRC_HX,23.71,0.06088,23.65,0,0.2568,4.815,9.606,19.29,23.23,19.24,2.314,21.56,10.73,4.679e+04,226,1.06e+05
VAL1,58.47,13.26,45.21,0,22.67,9.207,18.37,16.2,19.3,12.53,0,12.53,0,425.5,76.96,404.4
VAL2,43.92,,43.92,0,,8.944,17.84,13.87,,13.87,0,13.87,0,inf,87.75,
TOT,491.1,241.9,246.2,3.046,49.25,50.13,100,86.88,109.8,43.55,22.89,66.45,34.46,156.5,49.14,126.1
