Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,173.9,145.7,28.16,0,83.81,5.111,11.33,35.49,46.08,5.747,3.83,9.577,39.99,29.85,56.7,87.85
COMP2,261,221.8,39.26,0,84.96,7.127,15.8,53.28,68.78,8.013,6.071,14.08,43.11,29.1,56.7,86.15
IHX,142.6,120.6,22.05,0,84.54,4.003,8.875,42.86,53.66,6.627,5.507,12.13,45.38,48.11,83.49,123.6
MOT1,183,173.9,9.151,0,95,1.661,3.683,33.29,35.49,1.664,0,1.664,0,6.604,50.52,56.7
MOT2,274.8,261,13.74,0,95,2.494,5.529,49.98,53.28,2.499,0,2.499,0,6.604,50.52,56.7
SNK_HX,273,261.9,11.16,0,95.91,2.026,4.493,98.35,104.8,4.021,3.773,7.794,48.41,11.11,100.1,111.2
SRC_HX,52.53,31.59,20.95,0,60.12,3.803,8.431,2.498e-14,7.389,9.961e-15,2.356,2.356,100,inf,1.321e-13,64.98
VAL1,34.69,,34.69,0,,6.297,13.96,10.61,,10.61,0,10.61,0,inf,84.97,
VAL2,69.31,,69.31,0,,12.58,27.89,24.1,,24.1,0,24.1,0,inf,96.58,
TOT,550.9,261.9,248.5,40.59,47.53,45.1,100,83.27,104.8,37.55,21.54,59.09,36.45,164.8,41.98,111.2
