Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,348.6,293.7,54.89,0,84.26,9.917,17.61,67.4,76.32,10.61,6.961,17.57,39.61,13.23,53.71,72.18
COMP2,148.5,125.6,22.88,0,84.59,4.134,7.342,28.7,34.17,4.423,4.656,9.079,51.28,19.07,53.71,75.59
IHX,181.6,155.2,26.49,0,85.42,4.787,8.502,82.86,85.71,12.08,1.907,13.99,13.63,21.11,126.7,153.5
MOT1,366.9,348.6,18.35,0,95,3.315,5.888,66.74,67.4,3.337,0,3.337,0,0.981,50.52,53.71
MOT2,156.3,148.5,7.813,0,95,1.412,2.508,28.42,28.7,1.421,0,1.421,0,0.981,50.52,53.71
SNK_HX,253.8,241.9,11.89,0,95.31,2.149,3.817,109.7,113.9,5.142,3.747,8.889,42.15,8.906,120.1,130.8
SRC_HX,40.87,1.237e-06,40.87,0,3.027e-06,7.384,13.12,46.09,49.01,46.09,1.462,47.55,3.074,inf,313.3,1.101e+10
VAL1,112.1,10.61,101.5,0,9.47,18.33,32.56,42.47,46.09,38.45,0,38.45,0,1046,105.3,1206
VAL2,26.96,,26.96,0,,4.871,8.653,10.16,,10.16,0,10.16,0,inf,104.7,
TOT,553.5,241.9,311.6,0,43.7,56.3,100,95.17,113.9,53.58,18.73,72.31,25.91,173.9,47.76,130.8
