Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,268.8,225.1,43.64,0,83.76,8.822,17.26,52.26,60.74,8.486,5.985,14.47,41.36,16.22,54.02,74.95
COMP2,190.6,161,29.53,0,84.51,5.969,11.68,37.06,45.08,5.742,6.341,12.08,52.48,21.66,54.02,77.77
IHX,150.7,125.1,25.61,0,83,5.178,10.13,68.01,73.63,11.56,4.159,15.72,26.46,30.43,125.4,163.5
MOT1,282.9,268.8,14.15,0,95,2.86,5.596,51.46,52.26,2.573,0,2.573,0,1.569,50.52,54.02
MOT2,200.6,190.6,10.03,0,95,2.028,3.968,36.49,37.06,1.824,0,1.824,0,1.569,50.52,54.02
SNK_HX,253.6,241.9,11.74,0,95.37,2.373,4.644,106.1,110.4,4.913,3.611,8.524,42.37,9.083,116.2,126.8
SRC_HX,22.47,1.077e-06,22.47,0,4.791e-06,4.543,8.89,30.94,34.6,30.94,2.379,33.32,7.141,inf,382.5,8.928e+09
VAL1,74.43,11.31,63.12,0,15.19,12.76,24.97,27.34,30.94,23.18,0,23.18,0,645,102,760.1
VAL2,32.51,,32.51,0,,6.571,12.86,12.58,,12.58,0,12.58,0,inf,107.5,
TOT,494.7,241.9,252.8,0,48.9,51.1,100,87.94,110.4,44.94,22.47,67.42,33.34,156.8,49.38,126.8
