Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,29.055196060332356,40.000000000008015,3.0000000000000004,167.79233926520203,572.2880530725018,85.04095880622371,2.926876095746812,2.7278533330042847,0.199022762742527
12,29.055196060332356,40.001341045781885,3.1500000000000004,167.81123463204878,572.3001209716336,85.4871786929459,2.9422337579630855,2.728185475541395,0.21404828242169036
13,29.055196060332356,30.000000000072077,3.0000000000000004,126.00369009555617,436.6647328256637,26.039361326398488,0.8962032564615443,0.6971804937190172,0.199022762742527
21,1.3970334810414853,29.429893440930414,9.851949730954248,1644.006880348137,5859.555747705063,434.51995164794766,311.0304495522999,17.901825446414062,293.1286241058859
22,1.3970334810414853,197.59971270552484,51.574943133569604,1996.9332641463723,6061.148153800327,845.0096985900869,604.8600195037087,304.91774685560375,299.94227264810496
22c,1.3970334810414853,85.10504566398026,51.27494313356961,774.5027347472065,2817.580626813312,465.6051495705663,333.28131064078633,33.387886342077984,299.89342429870834
23,1.3970334810414853,85.10504566398026,51.27494313356961,774.5027347472065,2817.580626813312,465.6051495705663,333.28131064078633,33.387886342077984,299.89342429870834
24,1.3970334810414853,25.000000000072077,10.026949730954248,774.5027347472065,2935.95727588263,417.1251335071106,298.57919596611583,5.421907325877226,293.15728864023856
31,2.961013199335831,84.938298973001,41.357490379390796,1645.7358419184593,5290.709630038355,1419.8551314810115,479.5166505166176,181.2392168459187,298.2774336706989
32,2.961013199335831,175.36675869684723,100.26666006840506,1812.478421755966,5388.458604553487,1828.7339467686843,617.6041184750131,309.7598772630985,307.8442412119147
32c,2.961013199335831,125.21266209501397,100.01666006840506,1068.9817841516915,3562.5110589318197,1212.1914390552236,409.3840038697307,101.58020308363106,307.80380078609966
33,2.961013199335831,125.21266209501397,100.01666006840506,1068.9817841516915,3562.5110589318197,1212.1914390552236,409.3840038697307,101.58020308363106,307.80380078609966
34,2.961013199335831,80.10504566398117,41.5074903793908,1068.9817841516915,3657.2346098680764,1129.9694058117389,381.6157949127671,83.31390286582685,298.3018920469403
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
