Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,292.1,246.7,45.46,0,84.44,7.727,15.5,60.63,79.85,9.434,5.348,14.78,36.18,31.71,57.65,89.92
COMP2,225.1,192,33.08,0,85.3,5.624,11.28,46.71,62.48,6.866,5.678,12.54,45.27,33.78,57.65,90.41
IHX,172.3,149.2,23.13,0,86.58,3.931,7.883,58.63,70.47,7.868,4.778,12.65,37.78,38.82,94.51,131.2
MOT1,307.5,292.1,15.38,0,95,2.614,5.241,55.93,60.63,2.797,0,2.797,0,8.392,50.52,57.65
MOT2,236.9,225.1,11.85,0,95,2.013,4.038,43.09,46.71,2.154,0,2.154,0,8.392,50.52,57.65
SNK_HX,290.4,280.1,10.37,0,96.43,1.762,3.534,113.9,120.7,4.066,3.623,7.689,47.12,9.88,109,119.7
SRC_HX,29,11.41,17.58,0,39.36,2.988,5.993,-4.996e-14,7.62,-3.029e-14,2.253,2.253,100,inf,-4.786e-13,185.5
VAL1,85.79,,85.79,0,,14.58,29.24,28.85,,28.85,0,28.85,0,inf,93.4,
VAL2,50.73,,50.73,0,,8.623,17.29,19.04,,19.04,0,19.04,0,inf,104.2,
TOT,588.3,280.1,293.4,14.91,47.6,49.86,100,99.02,120.7,49.38,21.68,71.06,30.51,156.1,46.75,119.7
