Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,326.3,326.3,59.35,50.52
e2,power,186.8,186.8,33.98,50.52
e3,power,177.5,177.5,35.63,55.77
e4,power,139.5,139.5,25.38,50.52
e5,power,132.5,132.5,25.82,54.11
