Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,147,122.7,24.36,0,83.43,3.428,5.784,31.65,44.92,5.245,3.963,9.207,43.04,41.92,59.8,101.7
COMP2,526.8,449.5,77.34,0,85.32,10.88,18.36,111.5,152.5,16.36,11.5,27.87,41.28,36.82,58.77,94.24
IHX,71.62,53.85,17.77,0,75.19,2.5,4.219,26.23,37.78,6.508,4.761,11.27,42.25,91.55,101.7,194.9
MOT1,154.2,146.5,7.71,0,95,1.085,1.83,28.05,30.99,1.402,0,1.402,0,10.5,50.52,58.77
MOT2,554.6,526.8,27.73,0,95,3.901,6.583,100.9,111.5,5.043,0,5.043,0,10.5,50.52,58.77
SNK_HX,290.6,280.1,10.55,0,96.37,1.485,2.505,110.7,118.6,4.018,3.921,7.939,49.39,11.22,105.8,117.6
SRC_HX,22.92,7.469,15.46,0,32.58,2.174,3.669,28.56,36.09,19.25,1.63,20.88,7.806,287.9,346,1342
VAL1,51.03,23.45,27.58,0,45.96,3.879,6.546,18.69,29.22,10.1,0,10.1,0,240.2,101.7,346
VAL2,212.7,,212.7,0,,29.93,50.5,79.62,,79.62,0,79.62,0,inf,104,
TOT,710.8,280.1,421.2,9.502,39.4,59.26,100,128.9,154.7,76.4,25.78,102.2,25.23,204.6,50.38,153.4
