Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,170.2,142.1,28.1,0,83.49,5.117,10.25,35.25,47.72,5.817,4.153,9.971,41.65,35.4,57.52,93.27
COMP2,309.7,263.1,46.66,0,84.94,8.497,17.02,64.13,85.03,9.66,7.079,16.74,42.29,32.59,57.52,89.79
IHX,120.7,99.22,21.52,0,82.17,3.92,7.854,44.47,56.18,7.927,5.332,13.26,40.21,53.73,102.3,157.3
MOT1,179.2,170.2,8.959,0,95,1.632,3.269,32.59,35.25,1.63,0,1.63,0,8.145,50.52,57.52
MOT2,326,309.7,16.3,0,95,2.969,5.948,59.3,64.13,2.965,0,2.965,0,8.145,50.52,57.52
SNK_HX,273,261.9,11.11,0,95.93,2.024,4.055,107.4,114.5,4.373,3.745,8.119,46.13,11.07,109.3,121.4
SRC_HX,30.72,10.61,20.11,0,34.53,3.663,7.34,0,8.221,0,2.262,2.262,100,inf,0,215.2
VAL1,31.99,,31.99,0,,5.826,11.67,11.47,,11.47,0,11.47,0,inf,99.61,
VAL2,89.3,,89.3,0,,16.26,32.58,33.79,,33.79,0,33.79,0,inf,105.1,
TOT,549.1,261.9,274.1,13.18,47.69,49.91,100,91.89,114.5,45.86,22.57,68.43,32.98,161.2,46.48,121.4
