Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,156.3,134.2,22.16,0,85.83,4.112,8.561,32.8,41.26,4.649,3.352,8.001,41.89,25.79,58.29,85.42
COMP2,326.9,278.8,48.14,0,85.28,8.933,18.6,66.56,85.74,9.8,8.085,17.89,45.2,28.82,56.55,85.43
IHX,132.6,101.4,31.25,0,76.44,5.799,12.07,43.87,53.47,10.33,2.396,12.73,18.82,59.44,91.87,146.5
MOT1,164.6,156.3,8.228,0,95,1.527,3.179,29.93,32.8,1.497,0.975,2.472,39.45,9.594,50.52,58.29
MOT2,344.1,326.9,17.21,0,95,3.193,6.649,62.59,66.56,3.13,0,3.13,0,6.337,50.52,56.55
SNK_HX,290.4,280.1,10.32,0,96.45,1.914,3.986,107.1,113,3.804,3.524,7.328,48.09,9.398,102.4,112.1
SRC_HX,30.16,10.73,19.43,0,35.59,3.605,7.506,-2.773e-30,6.602,-1.786e-30,2.124,2.124,100,inf,-2.554e-29,170.9
VAL1,12.27,,12.27,0,,2.277,4.741,3.994,,3.994,0,3.994,0,inf,90.42,
VAL2,89.81,,89.81,0,,16.67,34.7,32.13,,32.13,0,32.13,0,inf,99.38,
TOT,538.9,280.1,258.8,0,51.97,48.03,100,92.53,113,44.44,20.46,64.89,31.52,134.9,47.7,112.1
