Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,326.8,326.8,59.45,50.52
e2,power,208.4,208.4,37.91,50.52
e3,power,198,198,39.67,55.65
e4,power,118.4,118.4,21.54,50.52
e5,power,112.5,112.5,21.89,54.06
