Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,178.5,149.2,29.32,0,83.57,6.06,12.12,36.17,46.24,5.941,3.861,9.802,39.39,27.85,56.28,86.1
COMP2,250.1,211.4,38.7,0,84.52,7.999,15.99,50.66,65.46,7.842,6.597,14.44,45.69,29.21,56.28,86.04
IHX,126.5,101.2,25.35,0,79.96,5.239,10.48,43.01,52.71,8.619,4.329,12.95,33.43,53.27,94.44,144.7
MOT1,187.9,178.5,9.395,0,95,1.942,3.883,34.18,36.17,1.709,0,1.709,0,5.825,50.52,56.28
MOT2,263.2,250.1,13.16,0,95,2.72,5.439,47.88,50.66,2.394,0,2.394,0,5.825,50.52,56.28
SNK_HX,253.7,241.9,11.79,0,95.35,2.436,4.871,96.69,102.9,4.493,3.69,8.183,45.09,11.58,105.9,118.1
SRC_HX,32.73,9.281,23.44,0,28.36,4.845,9.689,-3.353e-13,7.316,-2.402e-13,2.349,2.349,100,inf,-2.846e-12,219
VAL1,31.97,,31.97,0,,6.608,13.21,10.55,,10.55,0,10.55,0,inf,91.66,
VAL2,58.84,,58.84,0,,12.16,24.32,21.48,,21.48,0,21.48,0,inf,101.4,
TOT,483.9,241.9,242,0,49.99,50.01,100,82.05,102.9,41.04,20.83,61.86,33.66,150.8,47.11,118.1
