Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,641.6,641.6,116.7,50.52
e2,power,155.8,155.8,28.34,50.52
e3,power,148,148,31.37,58.88
e4,power,485.8,485.8,88.37,50.52
e5,power,461.5,461.5,97.83,58.88
