Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,507.2,507.2,92.24,50.52
e2,power,173.1,173.1,31.49,50.52
e3,power,164.5,164.5,34,57.42
e4,power,334,334,60.76,50.52
e5,power,317.3,317.3,63.66,55.72
