Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,164.5,140.9,23.55,0,85.68,4.548,9.203,34,42.18,4.868,4.094,8.962,45.68,24.07,57.42,83.15
COMP2,317.3,269.4,47.93,0,84.9,9.259,18.74,63.66,80.99,9.616,9.002,18.62,48.35,27.22,55.72,83.5
IHX,118.1,83.22,34.83,0,70.49,6.728,13.61,50.14,58.41,14.79,2.226,17.02,13.08,65.27,118,195
MOT1,173.1,164.5,8.655,0,95,1.672,3.383,31.49,34,1.574,1.008,2.582,39.02,7.975,50.52,57.42
MOT2,334,317.3,16.7,0,95,3.226,6.528,60.76,63.66,3.038,0,3.038,0,4.774,50.52,55.72
SNK_HX,272.9,261.9,10.99,0,95.97,2.122,4.294,108.8,114.2,4.382,3.503,7.885,44.43,9.377,110.8,121.2
SRC_HX,21.45,3.01e-07,21.45,0,1.404e-06,4.143,8.383,9.863,15.74,9.863,2.15,12.01,17.9,inf,127.7,1.452e+10
VAL1,22.85,10.88,11.97,0,47.62,2.312,4.679,7.784,9.863,4.077,0,4.077,0,166.1,94.6,251.8
VAL2,79.77,,79.77,0,,15.41,31.18,30.58,,30.58,0,30.58,0,inf,106.5,
TOT,517.7,261.9,255.9,0,50.58,49.42,100,92.24,114.2,45.59,21.98,67.57,32.53,144.8,49.49,121.2
