Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,209.8,180.9,28.95,0,86.2,6.656,14.99,42.33,48.39,5.841,3.489,9.33,37.39,14.32,56.05,74.32
COMP2,148.5,125.6,22.88,0,84.59,5.259,11.85,29.12,35.81,4.487,4.656,9.143,50.92,22.97,54.48,79.2
IHX,194,155.2,38.88,0,79.96,8.939,20.13,48.24,53.32,9.666,1.631,11.3,14.44,38.25,69.06,95.47
MOT1,220.9,209.8,11.04,0,95,2.539,5.718,40.17,42.33,2.009,1.18,3.189,37.02,5.381,50.52,56.05
MOT2,156.3,148.5,7.813,0,95,1.796,4.046,28.42,29.12,1.421,0,1.421,0,2.442,50.52,54.48
SNK_HX,253.8,241.9,11.89,0,95.31,2.734,6.158,80.85,85.66,3.789,3.747,7.536,49.72,11.15,88.5,98.37
SRC_HX,57.86,32.12,25.74,0,55.52,5.917,13.33,-1.249e-14,4.645,-5.556e-15,2.358,2.358,100,inf,-5.996e-14,40.17
VAL1,18.95,,18.95,0,,4.358,9.815,4.801,,4.801,0,4.801,0,inf,70.35,
VAL2,26.96,,26.96,0,,6.198,13.96,8.277,,8.277,0,8.277,0,inf,85.27,
TOT,435,241.9,193.1,0,55.6,44.4,100,68.6,85.66,30.45,17.06,47.51,35.91,124.6,43.8,98.37
