Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,176.7,147.9,28.89,0,83.66,5.816,13.24,35.44,44.44,5.793,4.02,9.813,40.97,25.39,55.7,83.49
COMP2,206.6,174.7,31.93,0,84.55,6.429,14.64,41.44,52.63,6.404,5.689,12.09,47.04,27.01,55.7,83.68
IHX,147.1,123,24.09,0,83.62,4.851,11.05,41.55,50.82,6.805,5.123,11.93,42.95,46.28,78.45,114.8
MOT1,186,176.7,9.302,0,95,1.873,4.265,33.84,35.44,1.692,0,1.692,0,4.737,50.52,55.7
MOT2,217.5,206.6,10.88,0,95,2.19,4.987,39.56,41.44,1.978,0,1.978,0,4.737,50.52,55.7
SNK_HX,253.7,241.9,11.82,0,95.34,2.38,5.421,88.64,94.39,4.131,3.715,7.846,47.35,11.7,97.05,108.4
SRC_HX,56.41,32.19,24.23,0,57.05,4.878,11.11,-6.752e-14,6.616,-2.9e-14,2.441,2.441,100,inf,-3.325e-13,57.1
VAL1,32.93,,32.93,0,,6.63,15.1,9.507,,9.507,0,9.507,0,inf,80.2,
VAL2,44.02,,44.02,0,,8.863,20.18,14.81,,14.81,0,14.81,0,inf,93.47,
TOT,496.7,241.9,218.1,36.71,48.7,43.91,100,73.4,94.39,32.23,20.99,53.22,39.44,164.1,41.05,108.4
