Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,214.9,186.4,28.44,0,86.76,5.422,11.63,44.4,52.77,5.876,3.19,9.066,35.19,18.86,57.4,78.63
COMP2,235.2,200.9,34.32,0,85.41,6.543,14.04,47.29,58.61,6.9,5.059,11.96,42.3,23.92,55.85,81.03
IHX,194.2,157.6,36.59,0,81.16,6.975,14.97,52.24,60.34,9.839,1.439,11.28,12.76,42.33,74.71,106.3
MOT1,226.2,214.9,11.31,0,95,2.156,4.626,41.14,44.4,2.057,1.199,3.256,36.82,7.924,50.52,57.4
MOT2,247.6,235.2,12.38,0,95,2.36,5.065,45.04,47.29,2.252,0,2.252,0,5.009,50.52,55.85
SNK_HX,291,280.1,10.94,0,96.24,2.086,4.475,97.26,103.3,3.656,4.029,7.685,52.43,10.34,92.84,102.4
SRC_HX,50.74,31.01,19.73,0,61.12,3.761,8.069,0,5.785,0,2.19,2.19,100,inf,0,51.81
VAL1,23.2,,23.2,0,,4.422,9.488,6.315,,6.315,0,6.315,0,inf,75.62,
VAL2,67.57,,67.57,0,,12.88,27.64,21.69,,21.69,0,21.69,0,inf,89.18,
TOT,524.5,280.1,244.5,0,53.39,46.61,100,86.17,103.3,40.16,17.11,57.27,29.87,124.5,45.64,102.4
