Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,222.3,186.2,36.12,0,83.75,6.018,11.07,44.99,55.75,7.308,5.149,12.46,41.33,23.93,56.21,83.17
COMP2,346.1,293.9,52.18,0,84.92,8.695,16,69.1,85.16,10.42,7.946,18.36,43.27,23.24,55.46,80.48
IHX,108.5,84.52,24.01,0,77.87,4.001,7.363,32.5,40.25,7.19,4.023,11.21,35.88,59.07,83.17,132.3
MOT1,233.2,221.6,11.66,0,95,1.943,3.576,42.42,44.24,2.121,0,2.121,0,4.274,50.52,55.46
MOT2,364.3,346.1,18.22,0,95,3.035,5.585,66.26,69.1,3.313,0,3.313,0,4.274,50.52,55.46
SNK_HX,273,261.9,11.08,0,95.94,1.847,3.399,91.1,96.55,3.7,3.724,7.424,50.17,10.47,92.71,102.4
SRC_HX,29.31,9.554,19.75,0,32.6,3.292,6.057,29.91,34.98,20.16,1.995,22.16,9.005,258.7,283.5,1017
VAL1,77.67,30.04,47.63,0,38.68,7.936,14.6,23.26,30.66,14.26,0,14.26,0,240.9,83.17,283.5
VAL2,105.5,,105.5,0,,17.58,32.34,34.31,,34.31,0,34.31,0,inf,90.34,
TOT,600.2,261.9,326.1,12.15,43.63,54.34,100,108.7,131.5,59.06,22.84,81.9,27.88,177.3,50.31,139.5
