Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,495.8,495.8,90.19,50.52
e2,power,214.4,214.4,38.99,50.52
e3,power,203.7,203.7,41.3,56.33
e4,power,281.5,281.5,51.19,50.52
e5,power,267.4,267.4,52.7,54.75
