Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,209.8,182.4,27.44,0,86.92,4.524,8.405,43.59,53.31,5.702,4.147,9.849,42.11,22.29,57.71,81.2
COMP2,341.4,291.4,49.93,0,85.37,8.232,15.29,69.01,85.95,10.09,6.81,16.9,40.29,24.56,56.15,81.93
IHX,151.6,113.1,38.49,0,74.61,6.346,11.79,66.17,75.26,16.8,1.276,18.08,7.058,52.45,121.2,184.8
MOT1,220.9,209.8,11.04,0,95,1.821,3.382,40.17,43.59,2.009,1.18,3.189,37.02,8.52,50.52,57.71
MOT2,359.3,341.4,17.97,0,95,2.962,5.503,65.36,69.01,3.268,0,3.268,0,5.582,50.52,56.15
SNK_HX,290.8,280.1,10.76,0,96.3,1.774,3.295,118,124.2,4.365,3.996,8.361,47.79,9.28,112.7,123.2
SRC_HX,35.81,2.875e-07,35.81,0,8.03e-07,5.903,10.97,15.47,23.99,15.47,1.25,16.72,7.478,inf,120,2.317e+10
VAL1,30.78,9.446,21.34,0,30.69,3.518,6.536,11.13,15.47,7.717,0,7.717,0,352.7,100.5,454.8
VAL2,113.7,,113.7,0,,18.75,34.83,43.21,,43.21,0,43.21,0,inf,105.5,
TOT,606.5,280.1,326.5,0,46.17,53.83,100,105.5,124.2,56.8,18.66,75.46,24.73,154.9,48.33,123.2
