Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,223.1,192.7,30.42,0,86.37,6.54,14.29,45.25,52.66,6.169,4.031,10.2,39.52,16.38,56.34,75.91
COMP2,177,149.7,27.31,0,84.57,5.873,12.83,34.92,43.09,5.389,5.139,10.53,48.81,23.41,54.81,79.98
IHX,180.8,139,41.79,0,76.88,8.987,19.64,51.96,59.12,12.01,2.516,14.53,17.32,47.99,79.84,118.2
MOT1,234.8,223.1,11.74,0,95,2.525,5.518,42.71,45.25,2.136,1.228,3.364,36.52,5.93,50.52,56.34
MOT2,186.3,177,9.315,0,95,2.003,4.377,33.88,34.92,1.694,0,1.694,0,3.054,50.52,54.81
SNK_HX,253.7,241.9,11.86,0,95.33,2.549,5.571,90.49,95.54,4.228,3.732,7.96,46.88,10.75,99.07,109.7
SRC_HX,33.54,8.408,25.13,0,25.07,5.404,11.81,9.289e-14,5.086,6.961e-14,2.294,2.294,100,inf,7.694e-13,168
VAL1,20.32,,20.32,0,,4.37,9.549,5.783,,5.783,0,5.783,0,inf,79.05,
VAL2,34.91,,34.91,0,,7.508,16.41,11.72,,11.72,0,11.72,0,inf,93.26,
TOT,465,241.9,212.8,10.36,52.01,45.76,100,76.6,95.54,35.05,18.94,53.99,35.08,139.8,45.75,109.7
