Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,172.2,147.4,24.83,0,85.58,4.834,9.643,35.32,42.11,5.094,3.368,8.462,39.81,19.21,56.97,79.36
COMP2,313.2,264.6,48.56,0,84.5,9.453,18.85,62.23,79.2,9.649,10.29,19.94,51.6,27.26,55.19,83.13
IHX,100.8,61.99,38.77,0,61.52,7.548,15.05,28.79,36.23,11.08,2.104,13.18,15.96,104.5,79.36,162.3
MOT1,181,171.9,9.049,0,95,1.761,3.513,32.92,35.2,1.646,1.037,2.683,38.66,6.932,50.52,56.87
MOT2,329.7,313.2,16.48,0,95,3.209,6.4,59.97,62.23,2.998,0,2.998,0,3.782,50.52,55.19
SNK_HX,253.6,241.9,11.72,0,95.38,2.281,4.55,90.04,95.19,4.161,3.536,7.698,45.94,10.84,98.63,109.3
SRC_HX,34.6,11.23,23.37,0,32.45,4.55,9.075,14.81,20.19,10,2.172,12.17,17.84,320.2,118.9,499.5
VAL1,46.61,34.89,11.72,0,74.85,2.282,4.551,13.32,14.93,3.349,0,3.349,0,49.78,79.36,118.9
VAL2,73.04,,73.04,0,,14.22,28.36,25.38,,25.38,0,25.38,0,inf,96.54,
TOT,513.7,241.9,257.6,14.29,47.08,50.14,100,92.88,115.4,46.57,22.5,69.07,32.58,163.8,50.22,132.5
