Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,256.8,214.9,41.82,0,83.71,8.11,15.27,50.21,59.27,8.177,5.821,14,41.58,18.06,54.32,76.6
COMP2,212.7,179.8,32.88,0,84.54,6.376,12.01,41.59,49.95,6.43,5.808,12.24,47.46,20.1,54.32,77.16
IHX,144.8,119.9,24.97,0,82.76,4.843,9.121,68.17,74.79,11.76,4.68,16.44,28.47,32.57,130.8,173.3
MOT1,270.3,256.8,13.51,0,95,2.621,4.936,49.16,50.21,2.458,0,2.458,0,2.133,50.52,54.32
MOT2,223.9,212.7,11.2,0,95,2.171,4.089,40.72,41.59,2.036,0,2.036,0,2.133,50.52,54.32
SNK_HX,253.7,241.9,11.82,0,95.34,2.292,4.316,107.1,111.7,4.987,3.712,8.699,42.67,9.42,117.2,128.3
SRC_HX,32.65,1.042e-06,32.65,0,3.193e-06,6.331,11.92,31.14,35.46,31.14,1.792,32.93,5.441,inf,265,9.45e+09
VAL1,70.1,11.14,58.96,0,15.89,11.43,21.54,26.56,31.14,22.34,0,22.34,0,637.7,105.3,776.4
VAL2,45.99,,45.99,0,,8.918,16.8,17.68,,17.68,0,17.68,0,inf,106.8,
TOT,515.7,241.9,273.8,0,46.9,53.1,100,89.88,111.7,47.72,21.81,69.54,31.37,164.9,48.42,128.3
