Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,308,258.8,49.25,0,84.01,9.327,17.21,59.59,67.91,9.527,6.46,15.99,40.41,13.97,53.74,72.9
COMP2,163.7,138.3,25.34,0,84.52,4.799,8.857,31.66,38.34,4.902,5.721,10.62,53.86,21.1,53.74,77
IHX,167,140.8,26.18,0,84.33,4.958,9.149,74.07,79.27,11.61,4.204,15.81,26.58,26.9,123.2,156.3
MOT1,324.2,308,16.21,0,95,3.071,5.666,58.97,59.59,2.949,0,2.949,0,1.04,50.52,53.74
MOT2,172.3,163.7,8.614,0,95,1.631,3.011,31.33,31.66,1.567,0,1.567,0,1.04,50.52,53.74
SNK_HX,253.6,241.9,11.75,0,95.37,2.226,4.108,107.7,111.8,4.993,3.631,8.625,42.1,8.826,118,128.4
SRC_HX,42.54,1.158e-06,42.54,0,2.722e-06,8.058,14.87,36.67,39.78,36.67,1.499,38.17,3.927,inf,239.5,9.544e+09
VAL1,91.76,11.07,80.69,0,12.07,15.28,28.2,33.62,36.67,29.56,0,29.56,0,804,101.8,920.1
VAL2,25.53,,25.53,0,,4.836,8.924,9.857,,9.857,0,9.857,0,inf,107.2,
TOT,528,241.9,286.1,0,45.81,54.19,100,90.31,111.8,48.94,21.52,70.45,30.54,170.3,47.51,128.4
