Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,21.24967510627793,20.000000000012847,3.0000000000000004,84.19424925876591,296.4216479103904,4.229169043656573,0.19902276258365578,-1.588712223110633e-10,0.199022762742527
12,21.24967510627793,20.001115997730494,3.1500000000000004,84.21303115883883,296.4344617305574,4.548456646639487,0.21404829127461372,8.852923361502007e-09,0.21404828242169036
13,21.24967510627793,9.999999999997783,3.0000000000000004,42.312658505312875,151.05947575370618,19.769694242553612,0.9303527768625941,0.731330014120067,0.199022762742527
21,0.9263725849046077,9.042017707093066,4.98060124329193,1625.2714478519163,6099.441700578863,205.62919225735965,221.97244997112486,0.5542279831863125,221.41822198793855
22,0.9263725849046077,199.4733878878164,33.488941253784084,2034.4860088712765,6334.34304714039,520.9230948940768,562.3256812459733,265.33198853214344,296.99369271382994
22c,0.9263725849046077,65.08403653118489,33.18894125378409,664.1362413182685,2510.759642064272,289.8243607986587,312.8593888910293,15.914669083138346,296.944719807891
23,0.9263725849046077,65.08403653118489,33.18894125378409,664.1362413182685,2510.759642064272,289.8243607986587,312.8593888910293,15.914669083138346,296.944719807891
24,0.9263725849046077,4.999999999997783,5.15560124329193,664.1362413182685,2628.6821205725923,257.8006104643791,278.2904143163151,52.223640100842694,226.0667742154724
31,14.878721416131343,64.33299084315621,8.558489396902818,643.2649203414358,2372.2561022350656,1276.7217380398574,85.80856528812012,41.39234647584596,44.41621881227417
32,14.878721416131343,129.8059875591664,31.241131664456415,705.9079980057599,2412.848171302797,2031.720325945912,136.55207790523878,88.08628535699519,48.4657925482436
32c,14.878721416131343,125.21266209501385,30.991131664456415,557.9447896066011,2042.2992010363632,1446.4393681639692,97.2153001396851,48.793974068339566,48.42132607134554
33,14.878721416131343,125.21266209501385,30.991131664456415,557.9447896066011,2042.2992010363632,1446.4393681639692,97.2153001396851,48.793974068339566,48.42132607134554
34,14.878721416131343,60.08403653118489,8.708489396902817,557.9447896066011,2114.36407148192,1132.1142257383162,76.08948336857027,31.646381448627565,44.44310191994271
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
