Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,30.012534624830028,45.00000000001279,3.0000000000000004,188.68861606204734,638.490203632361,132.53512648776973,4.4159924559693975,4.216969693226871,0.199022762742527
12,30.012534624830028,45.00139329538359,3.1500000000000004,188.70754966279952,638.5021059080418,132.99865353722987,4.431436904605756,4.217388622184066,0.21404828242169036
13,30.012534624830028,34.99999999999744,3.0000000000000004,146.89842088704975,505.02789455558496,52.530134622608436,1.750273186828716,1.551250424086189,0.199022762742527
21,1.4616942967128954,34.4925003598762,11.490360629794335,1647.4740736313315,5804.24966513969,483.3978284896967,330.7106209395337,37.313658383194124,293.3969625563396
22,1.4616942967128954,192.10373864524735,54.2654601431402,1975.5758211475118,5993.358500473938,881.9499620023576,603.3751133774789,302.99484067948816,300.3802726979908
22c,1.4616942967128954,87.60504566398072,53.965460143140206,789.0196568370699,2856.4429168170404,491.72236968796034,336.40575241605666,36.074309820366615,300.33144259569
23,1.4616942967128954,87.60504566398072,53.965460143140206,789.0196568370699,2856.4429168170404,491.72236968796034,336.40575241605666,36.074309820366615,300.33144259569
24,1.4616942967128954,29.999999999997385,11.665360629794336,789.0196568370699,2966.373356704154,444.6176507570946,304.17964396314943,10.754023779968149,293.42562018318125
31,3.019540212067726,87.44490610240649,43.65561927539667,1643.3680338100226,5264.926074407047,1463.593158495898,484.70729174149864,186.05519140741683,298.6521003340818
32,3.019540212067726,172.00598114879926,100.26666006840506,1798.0674074560811,5356.206692950381,1849.9145231828356,612.6477520615789,304.80351084966424,307.8442412119147
32c,3.019540212067726,125.21266209501397,100.01666006840506,1068.9817841516915,3562.5110589318197,1236.1514618619415,409.3840038697307,101.58020308363106,307.80380078609966
33,3.019540212067726,125.21266209501397,100.01666006840506,1068.9817841516915,3562.5110589318197,1236.1514618619415,409.3840038697307,101.58020308363106,307.80380078609966
34,3.019540212067726,82.60504566398117,43.805619275396666,1068.9817841516915,3649.67405640963,1158.996675500196,383.8321711591104,85.15562035942789,298.6765507996825
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
