Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,479.5844530859322,398.55213351266093,81.03231957327127,0.0,83.10363919183347,7.77864684340913,16.850846374377785,92.49271760772497,107.41527935275559,15.627903288279791,6.7216516581524655,22.349554946432256,30.075102946179555,16.13376937232979,53.57225696617359,74.86493005322176
COMP2,467.12097950596547,386.3213646869377,80.79961481902772,0.0,82.70263628397024,7.756308496048776,16.802454916685406,90.12610899523361,102.678570260826,15.589440876010979,4.37510216153679,19.96454303754777,21.914361642580232,13.927663587758184,53.59431790653296,73.82927189534244
IHX,390.3014214784824,304.67031215978716,85.63110931869521,0.0,78.060261990766,8.220104789141487,17.807174663093885,106.63104098448242,117.79783223666261,23.39457102851438,2.5004587090612613,25.89502973757564,9.65613376158015,41.52189815230929,75.88938183878389,107.40009367430083
MOT1,486.887769630388,479.5844530859322,7.303316544455826,0.0,98.5,0.7010773045140359,1.5187404946836884,87.63979853346983,92.49271760772497,1.3145969780020483,4.113783842380978,5.428380820383026,75.78288956688765,5.537346223361992,50.0,53.57225696617359
MOT2,474.23449696037096,467.12097950596547,7.113517454405549,0.0,98.5,0.6828576595566122,1.4792713627956156,85.36220945286676,90.12610899523361,1.2804331417929984,4.043973007470262,5.32440614926326,75.95162529120412,5.58080627586996,50.0,53.59431790653296
MOT3,0.5768988306063233,0.5682453481472284,0.008653482459094903,0.0,98.49999999999999,0.000830685637155795,0.0017995104211441055,0.10384178950913817,0.10471756885198723,0.0015576268426370824,0.0,0.0015576268426370824,0.0,0.8433785155175767,49.99999999999999,51.189532241379474
MOT4,0.023551973473794195,0.023198693871687284,0.00035327960210691247,0.0,98.5,3.391285447882224e-05,7.346525847531736e-05,0.004239355225282955,0.004275109036449463,6.359032837924423e-05,0.0,6.359032837924423e-05,0.0,0.8433785155175908,50.0,51.189532241379474
SNK_HX,613.7805918881976,560.8456796946695,52.93491219352814,0.0,91.37559693266248,5.081453792865976,11.007929649696813,197.7549488530401,207.95679261746315,17.055183874693352,4.844543644643268,21.899727519336622,22.121479093133566,15.084152235827524,89.49766571791771,102.99762986232045
SNK_PUMP,0.023198693871687284,0.019740965311575567,0.0034577285601117185,0.0,85.09515846350435,0.00033192249081748465,0.0007190421436480778,0.004275109036449463,4.172507982344464,0.0006371982273951989,4.167882932430404,4.168520130657799,99.98471404221586,97500.03655508606,51.189532241379474,58711.92096244963
SRC_HX,80.51040760433331,38.822066422313874,41.68834118201943,0.0,48.2199352574441,4.001846241724056,8.669180847348871,0.38169810137443083,12.039370532126561,0.19764352401278693,7.438586274694311,7.636229798707098,97.41176563274392,6441.1959347638085,1.3169384373614776,86.14352352803101
SRC_PUMP,0.5682453481472284,0.4635270494601359,0.10471829868709244,0.0,81.57163995648573,0.010052367596277142,0.021776397035837256,0.10471756885198723,4.335278692478719,0.019297730616859167,4.219963064031423,4.239260794648282,99.54478548144003,4039.972633060655,51.189532241379474,2598.0017404521627
VAL1,47.104718930865744,,47.104718930865744,0.0,,4.521788036561584,9.795528332303666,12.831942034972979,,12.83194203497298,0.0,12.83194203497298,0.0,inf,75.67030276264805,
VAL2,77.15478636174551,,77.15478636174551,0.0,,7.4064254676064065,16.044504944155157,23.259967275314942,,23.259967275314942,0.0,23.259967275314942,0.0,inf,83.74207648800291,
TOT,1041.7277092600004,560.8478900926776,480.87981916732286,0.0,53.838242479993205,46.161757520006795,99.99999999999997,169.14521896219568,211.57116425659666,78.08040583401333,42.42594529440116,120.5063511284145,35.20639775175919,132.33031177342912,45.10274866205716,104.78735658494352
