Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,277.3,233.5,43.8,0,84.2,8.149,16.67,56.61,72.5,8.942,5.322,14.26,37.31,28.08,56.71,86.26
COMP2,191.6,162.7,28.91,0,84.91,5.379,11,39.12,51.75,5.903,5.645,11.55,48.89,32.27,56.71,88.34
IHX,170.5,146.2,24.34,0,85.72,4.529,9.264,56.01,66.4,7.996,4.519,12.52,36.11,38.31,91.24,126.2
MOT1,291.9,277.3,14.59,0,95,2.715,5.553,53.08,56.61,2.654,0,2.654,0,6.635,50.52,56.71
MOT2,201.7,191.6,10.09,0,95,1.876,3.838,36.69,39.12,1.834,0,1.834,0,6.635,50.52,56.71
SNK_HX,272.9,261.9,11.02,0,95.96,2.051,4.194,104.9,111.2,4.238,3.609,7.847,46,10.44,106.8,118
SRC_HX,31.08,10.49,20.6,0,33.74,3.832,7.838,-1.749e-13,7.299,-1.159e-13,2.328,2.328,100,inf,-1.563e-12,193.4
VAL1,73.44,,73.44,0,,13.66,27.95,23.79,,23.79,0,23.79,0,inf,90,
VAL2,35.99,,35.99,0,,6.697,13.7,13.22,,13.22,0,13.22,0,inf,102,
TOT,537.5,261.9,262.8,12.82,48.72,48.89,100,89.77,111.2,43.89,21.42,65.32,32.8,154.2,46.4,118
