Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,215.4,186.3,29.09,0,86.49,6.126,13.65,43.85,50.82,5.922,3.363,9.285,36.22,15.91,56.55,75.77
COMP2,183.8,156.2,27.57,0,85,5.805,12.94,36.39,44.56,5.458,4.747,10.21,46.52,22.45,55,79.23
IHX,196.8,158.6,38.17,0,80.6,8.036,17.91,50.4,57.88,9.776,2.747,12.52,21.93,42.49,71.15,101.4
MOT1,226.7,215.4,11.34,0,95,2.387,5.321,41.24,43.85,2.062,1.201,3.263,36.8,6.324,50.52,56.55
MOT2,193.5,183.8,9.674,0,95,2.037,4.541,35.19,36.39,1.76,0,1.76,0,3.412,50.52,55
SNK_HX,273.1,261.9,11.27,0,95.87,2.373,5.29,89.38,94.59,3.688,3.812,7.5,50.83,10.39,90.89,100.3
SRC_HX,54.69,31.8,22.9,0,58.14,4.821,10.75,1.366e-14,5.127,5.719e-15,2.285,2.285,100,inf,6.938e-14,44.79
VAL1,21.34,,21.34,0,,4.493,10.02,5.55,,5.55,0,5.55,0,inf,72.25,
VAL2,41.71,,41.71,0,,8.782,19.58,13.07,,13.07,0,13.07,0,inf,87.05,
TOT,474.9,261.9,213,0,55.14,44.86,100,76.43,94.59,34.29,18.15,52.44,34.62,124.4,44.71,100.3
